epoch,training_loss,test_loss,training_acc,test_acc,training_dice_coeff,test_dice_coeff
1,0.41710682887406575,0.2632777024078312,0.9487030009920633,0.9458406302955538,0.0021803591996754743,0.0
2,0.14890193382189387,0.07272984544327706,0.9487444351438493,0.9458406302955543,0.0,0.0
3,0.044985760633079776,0.04047638923598177,0.9487093718998021,0.945840630295554,0.0,0.0
4,0.02675960375816517,0.025852414292711418,0.9486345486111112,0.9458406302955539,0.0,0.0
5,0.021325086697470397,0.024613173266372638,0.9486877790178572,0.9458406302955542,0.0,0.0
6,0.018006864876952022,0.02296956678843457,0.9486319289434519,0.9458406302955538,0.0,0.0
7,0.01768221509908991,0.02058444684167695,0.9488191034226193,0.9458406302955539,0.0,0.0
8,0.016228631285429444,0.020986519958112338,0.9487520306299604,0.9458406302955538,0.0,0.0
9,0.01491767251753204,0.01857014025431693,0.9487318948412694,0.9458406302955538,0.0,0.0
10,0.01501781339937311,0.01848001008083579,0.9487825365823414,0.9458406302955551,0.0,0.0
11,0.01425621879932892,0.018638045132864215,0.9488202504960316,0.9458406302955543,0.0,0.0
12,0.012824285799676241,0.017609531777983405,0.9487294146825394,0.9458406380831338,4.360316389526046e-05,1.054113772330341e-07
13,0.010995585413738376,0.020183145645105427,0.9486956380208338,0.9458420865729662,0.00013139283585373432,0.00022373150087836438
14,0.012048124915426818,0.01909072337722489,0.9487280040922615,0.9459361761114428,0.006924131386011164,0.0064914310658553236
15,0.010989279902146553,0.018582262391607346,0.9488364180307542,0.9464293323863636,0.03474919448002372,0.04907062535065196
16,0.009787391649747621,0.019182311892920866,0.9498387121775799,0.9478000242972496,0.11557083107565633,0.12704015086934559
17,0.009693535669274361,0.019861041445746845,0.9505165550595241,0.9480058188795855,0.1888984895354361,0.21247599338785278
18,0.008891738522271183,0.016011899618963557,0.9517589750744048,0.9492702882027508,0.2815508929666125,0.29343953317885163
19,0.008098853836972487,0.01899460505300727,0.9523522135416667,0.9486013506778309,0.34573832260815973,0.360694881265517
20,0.008307842648978945,0.018447458173785014,0.9529478856646825,0.9480219080193373,0.3883917565015321,0.39622056273998585
21,0.009800078728862684,0.018875830928255018,0.9527737940228178,0.948883603718102,0.4321723862568144,0.39596822404056664
22,0.0075192785223147695,0.01733712539363583,0.9534841579861113,0.9491266852322563,0.46087064230100694,0.4214477105331949
23,0.007039655661459879,0.01715114336402292,0.9543177858382935,0.9465087734873404,0.5086384260202169,0.4938241336306627
24,0.006416344672886355,0.016816803308199776,0.9541576915922618,0.9472946648848681,0.5334165853121406,0.473162722805407
25,0.006273112551571103,0.01725705799053734,0.9540574156746032,0.948117298083632,0.542965053136359,0.4860025402579297
26,0.006148939489226212,0.017795499300756693,0.9542592385912694,0.946189622894239,0.5522945229092525,0.5011812521236774
27,0.005620838592308462,0.017932301053722302,0.9548552362351199,0.9451231449985048,0.5726151835407429,0.5168667835869667
28,0.005476926505937064,0.017394072480503914,0.9553490513392857,0.9427029131778307,0.592241581486421,0.5319965970629583
29,0.005207811893376943,0.01685859755566939,0.9554729352678569,0.9436091538327349,0.6020159865011186,0.5492140283874771
30,0.005379636624171066,0.01913813923718508,0.9555195777529758,0.9459952916292867,0.5999294361404612,0.527840196689865
31,0.004491981260036395,0.01833321488863256,0.956242544022817,0.9463513164124798,0.6172292752028623,0.501569585976388
32,0.004241036537686817,0.01672302096244711,0.9567372581845237,0.9437224475428633,0.629422638344254,0.5569753500136364
33,0.004234540924136084,0.021713766417414782,0.9569532335069447,0.9473470830841308,0.6345275165745298,0.5000566142624857
34,0.004181210853702006,0.01885663563488603,0.9570460069444442,0.9443405010217305,0.654638988454566,0.5626629050249555
35,0.0049614701387673404,0.018063944956646687,0.956783203125,0.9454821212744228,0.6542208114345147,0.540181783457428
36,0.005081495198897929,0.017428695584698742,0.956000992063492,0.9437891637385366,0.6451766628690131,0.5545634878765043
37,0.004258541960111221,0.024953249547684644,0.9575568731398814,0.9440504759768732,0.6502295059178139,0.541750535647026
38,0.00530483925055402,0.018410528302256483,0.9568036024305555,0.9451783277885765,0.6445415362360306,0.5234394617441114
39,0.004635090361175355,0.021046842512883055,0.9575309709821426,0.9426021652586717,0.6438930770380314,0.5528371013378071
40,0.004243225254807233,0.02025945791321568,0.9584893198164686,0.9379448109798648,0.6729777887063383,0.5669379160256995
41,0.0037875379584182242,0.019051634765008832,0.9591529947916672,0.9438731995115629,0.6703785687273502,0.5642017960295711
42,0.0033612092857635747,0.023067460881705346,0.9602860398065474,0.944385933761962,0.683190225831642,0.5592514426724003
43,0.002904610014545705,0.021220764838562847,0.9610075024801589,0.9414457797547843,0.7085688074653986,0.5756481304780958
44,0.0029459927406042838,0.021675812082588005,0.9603575923859129,0.9441918828498803,0.7048269021672711,0.5623738197382201
45,0.0028399363610030074,0.020435986633532174,0.961427966889881,0.9398800011837106,0.715635116938408,0.582064422470468
46,0.002702824208964081,0.020760791538726134,0.9612990141369049,0.9441219114458732,0.7270743532110016,0.5651982455736355
47,0.002542354572027588,0.024289089066561183,0.9619597439236112,0.9449388830741626,0.7257360085489637,0.5498422808036495
48,0.0022136012480976726,0.02545335594439516,0.9625404420882936,0.9450956937799055,0.7295779662330678,0.5698556744626605
49,0.00222274586997498,0.025335338226909428,0.9627453962053568,0.9436120508124002,0.7379618540042877,0.5802444730399807
50,0.0020748301870385363,0.024997161945437434,0.9632782583085314,0.938943272154107,0.7407759841348563,0.5945434515848034
51,0.0020354049936854393,0.02513725493736971,0.9631600942460317,0.9434455523574564,0.7504286405138039,0.5788986954795337
52,0.001953444656204998,0.02932573043157006,0.9636993117559525,0.940725779069478,0.7340632700729705,0.5552245870916716
53,0.0020947106625022745,0.02404267828679996,0.9626472749255955,0.9410460588616433,0.7476697586770432,0.5814608644684116
54,0.001885200323591735,0.028347542218869096,0.9638169332837302,0.9423029508697172,0.7581841594922342,0.5846792546392641
55,0.0019790312557840177,0.02569999724427031,0.9636702473958333,0.9390590968276511,0.7562350919292936,0.5910584958769499
56,0.0018561737181915392,0.02649804744957685,0.9635748077876986,0.9410295414050043,0.7549849336652341,0.5791986443441894
57,0.0023131721175429576,0.026868049262687467,0.9629329737103176,0.9405957109125802,0.7502325099240205,0.576179977775471
58,0.0024977295589581317,0.030556952205072964,0.9626811135912694,0.942446623928429,0.727978734288879,0.5676602099537431
59,0.0024082419968354295,0.026164789328075776,0.9629930710565482,0.9312669224107853,0.7476819153196296,0.577126619032164
60,0.0024283532985767426,0.0243228412249576,0.9628106708829364,0.9370691365754588,0.7355961779428513,0.566709685407415
61,0.0022303225400676077,0.02507590388632525,0.9626556144593255,0.9402664520409691,0.7362407627069789,0.5662036329199096
62,0.001874008243452235,0.030774853971710567,0.9643232886904759,0.9441611452726284,0.7487095607881138,0.5737951869607427
63,0.0016788369310407213,0.02719904140197777,0.9648292100694441,0.9452253258323358,0.7551350325313434,0.5811935322472376
64,0.0015761928188329053,0.026306002207579414,0.9653173518105165,0.9405717796800239,0.7667445210811703,0.59950966521601
65,0.0016085375332641845,0.02661857892818723,0.9648087642609129,0.9417886824661088,0.7790169571818086,0.5942978115800985
66,0.0016299877605412067,0.026633121486639665,0.965186352926587,0.9435630747233852,0.7667451330568953,0.5905290226844834
67,0.0014842084745201386,0.026289127080739143,0.9655625155009919,0.9436175410561217,0.772383088695516,0.5984912576736684
68,0.001380195776281263,0.02825471192012243,0.9665689639136904,0.9406810627865829,0.7630802787410882,0.5858456447355977
69,0.0015113407862372696,0.02745360060549776,0.9656378193204366,0.9387596254485646,0.7735266233950211,0.5972524785163589
70,0.0016329057472657517,0.0287667406996328,0.9652915426587309,0.9378313615181417,0.7790624511272514,0.5870027283412264
71,0.001791890571240358,0.02827584188318454,0.9641466393849206,0.939284547261264,0.7696566673229582,0.5836088397409697
72,0.0023035232666102057,0.028741842565467926,0.9628960813492058,0.9435712750448557,0.7408058031100772,0.5667870649496203
73,0.0017220563712184924,0.020995009821902975,0.9653428044394842,0.9406901508921456,0.7709147659535939,0.5964238671017263
74,0.0014471049706679922,0.026082797908699513,0.9659781125992065,0.9396670887534888,0.7765339107814992,0.5955044213039776
75,0.0017200640763846986,0.026637270430478793,0.9650537574404762,0.9430202336896926,0.7716540120795029,0.6005230981032063
76,0.0013173421534225954,0.027961581959007064,0.967050595238095,0.9414539255631971,0.788805743873846,0.6110319904126595
77,0.0013790157811854442,0.030952253331884203,0.9663089502728172,0.9414014139129778,0.7731925649991265,0.5932566523155105
78,0.0011996603588115596,0.03125276839406685,0.9671298208085317,0.9429129831414468,0.792303497202934,0.5985699689008172
79,0.0013492834625529733,0.030778435771152593,0.9665955481150792,0.9420492860346884,0.7859070385501813,0.602677563357879
80,0.0014464572459073246,0.030037172744618947,0.9660835968501983,0.944787780664373,0.7752333306646202,0.5982294289983504
81,0.0014366099947047976,0.03092098594538977,0.9666939949156745,0.9377425986842096,0.7834038607996815,0.5735327128806698
82,0.0022787978656630178,0.024597449222737492,0.9630505022321426,0.9436404209654122,0.736228965134533,0.5576802173936218
83,0.0032252548095389752,0.024127655660547687,0.9614621930803571,0.9416014768366225,0.700837369087794,0.5606444596801305
84,0.0030601633704377277,0.020136901477846532,0.9618210255456344,0.9440288576555023,0.7061047397472567,0.5693294182265793
85,0.001767235473796193,0.025765522840272982,0.9653922526041667,0.9434783847936599,0.7563270095603608,0.5971216274813598
86,0.0013515268404652098,0.02584968344964907,0.9668060825892861,0.9426471073813794,0.7805716211448681,0.600199987331602
87,0.0010959187901789847,0.026163310255615475,0.9680099671378966,0.9412315823739038,0.8014252469018297,0.6134986362422012
88,0.0011930851511113448,0.03203128526851985,0.9672284071180557,0.9450119461473285,0.796064823760453,0.5901640817680774
89,0.0009764322742349967,0.033690427918848534,0.9682131541418654,0.9435313636986643,0.7878544829556078,0.6129524197248897
90,0.0009835471802489338,0.030662106070038823,0.9684991784474201,0.9426431824411882,0.8029729287721641,0.6038177856259814
91,0.0010250172931959933,0.034784034777027,0.968498806423611,0.9443621427058416,0.8029688216716627,0.5884633078074328
92,0.0011858550924508952,0.03315411461393852,0.9680220114087307,0.9436939683637364,0.8090445948117386,0.6034252239887766
93,0.001383453588000737,0.030642641562673923,0.9665715370783731,0.9427345930522326,0.7872567496614514,0.6007805080569834
94,0.0015959277412981637,0.02842013288396752,0.9655791170634923,0.9404365094198562,0.7823419104287005,0.5915638362288244
95,0.0020594350723903126,0.02848471110046309,0.9649166356646821,0.942660268391148,0.7666765970279372,0.5760856319150631
96,0.003382636980443619,0.022975182807272447,0.9613099733382937,0.9416156035062798,0.6862566038563679,0.5855349538964956
97,0.0018821966998595078,0.02170955704529239,0.9651327039930554,0.9438651549416863,0.7529916582794299,0.5921123244783739
98,0.0013692961970112568,0.029567893836318436,0.9666828342013887,0.9445679450757569,0.7832837726712228,0.5836075585622547
99,0.0010994292227050687,0.031073541549223368,0.9684273933531747,0.9447031218849683,0.7993139330768207,0.5973314020852912
100,0.0010556266073546707,0.034148746568534,0.9688052765376981,0.9435297750323954,0.8106945821403675,0.6008590247092913
101,0.0010819379864144486,0.027056209236346218,0.9679963882688494,0.9437479207162084,0.806791218531384,0.6090401506632307
102,0.0009304124637873472,0.03301410020034546,0.9687691127232145,0.9436088111792265,0.8139710087798999,0.609806876248845
103,0.0011461533446966616,0.031299309027401016,0.9676953125000005,0.9429222581489235,0.7983809464058184,0.5958551267138715
104,0.0010321463368806387,0.029286347519798375,0.9685409071180558,0.9410253361119411,0.8050294515339468,0.6068670717969115
105,0.0010420568576418668,0.02994129330340741,0.9685360088045637,0.9414788691811203,0.8149426837306326,0.6042458933084881
