epoch,training_loss,test_loss,training_acc,test_acc,training_dice_coeff,test_dice_coeff
1,0.6080858663434074,0.4494683664096029,0.8893013082837303,0.9458378034041077,0.12345470167297302,4.1075296365217016e-07
2,0.45475689144361586,0.3705896468717231,0.9194280598958328,0.9458406302955538,0.10502472913098669,0.0
3,0.35637435019016267,0.2434574076683042,0.922927098834325,0.9458406302955545,0.09588408359711811,0.0
4,0.2573197496788842,0.17278345741117684,0.9365002945188491,0.9458406302955537,0.06221511330699701,0.0
5,0.19593116201105573,0.1337920495678791,0.9453016958085316,0.9458406302955549,0.026843383650633906,0.0
6,0.15307041874953678,0.11593534951610714,0.947732545882937,0.9458406302955533,0.019549912138051326,0.0
7,0.12429789588564918,0.11018097040613302,0.9478934151785713,0.9458405991452342,0.03503536223042204,1.8771881333304994e-07
8,0.10094355568289756,0.08807704767711354,0.947531032986111,0.9458415725927035,0.08098857287517398,0.0005698087496488653
9,0.08578755332245713,0.07997305446268732,0.946775809151786,0.9457003136837127,0.13089508489622073,0.037004950366318956
10,0.0739393661508248,0.07245262398531563,0.9465709635416667,0.944977984512062,0.1667415111601856,0.10620608336454325
11,0.06533633481178965,0.06407355641696656,0.9463748759920639,0.9447345914947167,0.1987557425785222,0.14790228407322584
12,0.05765210073441267,0.06089964916575344,0.9465024181547618,0.9443022717927627,0.21287603160620847,0.18878291308479653
13,0.05419186380292688,0.05589995154599619,0.9466291232638888,0.9433355683687192,0.23930282124710578,0.24559086257991783
14,0.04717546125341739,0.05908918155036403,0.9467200830853175,0.944877189867424,0.2502140170527466,0.1319114552325034
15,0.04514302277405347,0.04605235242670286,0.9466162419394841,0.9434919273948347,0.2632366194342707,0.3068814079066438
16,0.040918441311944095,0.04469214003832797,0.9467904885912699,0.9447729920504401,0.2876918243588017,0.26037985833542127
17,0.038028011422249534,0.04111747667622311,0.9469367404513886,0.9437259052282699,0.2870062556555997,0.3535929219030403
18,0.035363239276089836,0.03941586538625694,0.9473478112599203,0.9441958545155503,0.30657368528028955,0.3576113838172612
19,0.032903941485676026,0.04054147854202837,0.9476324869791664,0.9459888824511565,0.31643785643456435,0.2680091502398687
20,0.03206658854947558,0.037744858533405236,0.9477979600694441,0.946421272241327,0.3286280069821421,0.27789555535924143
21,0.028953595747727722,0.03350580009971868,0.9480156715029755,0.9443880519836536,0.3302514929564831,0.40623395316783606
22,0.029032250502634617,0.03350245330863438,0.9476719215029762,0.9459289336622815,0.3351996243947899,0.34509351491132245
23,0.027439652902207203,0.03198851443591537,0.9481196676587302,0.9454743025443577,0.3561679794129517,0.391001437666362
24,0.02699727127328515,0.03140160122732565,0.9485020306299604,0.9453404184733853,0.35689921208718445,0.39430521638817057
25,0.025132415009041627,0.0333669947428753,0.9480593687996032,0.9473687870688798,0.3490743542147185,0.2801462751821692
26,0.02481087638242614,0.0289465028357594,0.9489738963293649,0.9463774515301034,0.369256218045029,0.39267693206561405
27,0.022498865855769032,0.028022776345366446,0.9488067646329367,0.9461942487166072,0.36703230500044065,0.4090310079869035
28,0.02349336928510595,0.025452111365327067,0.9488131045386907,0.9464463248853673,0.38074213234662835,0.4082664952596465
29,0.02163787580627416,0.031013076806342917,0.9490093936011911,0.947663305547249,0.38125741343370556,0.28867672808411887
30,0.021670926450973467,0.03753129599294119,0.9491200086805557,0.9477258320250199,0.38392021047319214,0.2389071709608063
31,0.02021822705643163,0.032668026250362844,0.9496121651785718,0.9473854369143744,0.3902389572051504,0.27543658361581563
